conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,Klasifikasi,Keyword
1454775906304598018,Sun Oct 31 11:42:59 +0000 2021,0,@OfficialiNewsTV hari ini saluran TV digital MNC grup sudah bisa diakses di Karawang timur. Sebelumnya tidak bisa. .,1454775906304598018,,SeputariNews,in,,0,0,0,https://x.com/undefined/status/1454775906304598018,108454183,,Negatif,
1451428168267550729,Fri Oct 22 06:40:43 +0000 2021,0,@Mogiisgilang ga ngefek. bahas infrastrukturnya aja secara aws udh running di cikarang n karawang gandeng bank banten n mnc.,1451438348451549184,,Mogiisgilang,in,,0,0,0,https://x.com/undefined/status/1451438348451549184,91544274,,Negatif,
1436331757972770820,Sat Sep 11 02:47:36 +0000 2021,0,@irwa_ns @muchlis_ar Karawang juga banyak. tapi MNC grup gak ada.,1436521781297221634,,irwa_ns,in,,0,0,0,https://x.com/undefined/status/1436521781297221634,108454183,,Negatif,
1325472343515295750,Sun Nov 08 16:16:47 +0000 2020,0,@onlineproperti dijual perumahan pondok melati pawarengan Dawuan timur cikampek karawang full renovasi akses lengkap dekat dengan fasilitas umum dan pasar cikampek minat hub saya di https://t.co/1L0cI310fB Bonus parabola MNC Vision https://t.co/iPVNucsDLh,1325472343515295750,https://pbs.twimg.com/media/EmUGDCbU0AM3ojo.jpg,onlineproperti,in,,0,0,0,https://x.com/undefined/status/1325472343515295750,106074575,,Negatif,
1281853230108925952,Sat Jul 11 07:30:00 +0000 2020,0,MNC Peduli Salurkan Bantuan Alat Kesehatan ke RS Dewi Sri Karawang https://t.co/gRGutjbx6R,1281853230108925952,,,in,,0,0,0,https://x.com/undefined/status/1281853230108925952,61377303,,Negatif,
1280539715347730432,Tue Jul 07 16:30:34 +0000 2020,0,MNC Peduli mengirimkan bantuan berupa alat kesehatan kepada Rumah Sakit Dewi Sri Karawang Jawa Barat. https://t.co/Fk7xEM92gU #mncpeduli #karawang,1280539715347730432,,,in,,0,0,0,https://x.com/undefined/status/1280539715347730432,944180887171743745,,Negatif,
1279841840024313857,Sun Jul 05 19:34:25 +0000 2020,0,@NFSUofficial Pagi kak Nadya terima kasih atas ketertarikannya terhadap layanan MNC Play. untuk wilayah karawang barat saat ini belum tersedia layanan MNC Play ya kak :),1279861207353057280,,NFSUofficial,in,,0,0,0,https://x.com/undefined/status/1279861207353057280,1600172264,,Negatif,
1279841840024313857,Sun Jul 05 18:17:27 +0000 2020,0,@MNCPlayID halo mau tanya untuk daerah karawang barat apakah sudah tercover layanan mnc play ya? Trims,1279841840024313857,,MNCPlayID,in,,0,1,0,https://x.com/undefined/status/1279841840024313857,2320748504,,Negatif,
1249728236008816641,Tue Apr 14 05:03:24 +0000 2020,0,@MNCVisioncare @MNCVisionID Terima kasih atas penjelasan ya untuk pendaftarannya dimana saya sdh menggunakan mnc vision paket venus area saya Karawang dgn situasi sekarang Terimakasih,1249926203739230208,,MNCVisioncare,in,,0,1,0,https://x.com/undefined/status/1249926203739230208,259707859,,Negatif,
1248126762044649472,Thu Apr 09 05:59:13 +0000 2020,0,@karawangfess My republic kalo dah sampe mnc play kalo ada di karawang,1248128314142674945,,karawangmf,in,,0,0,0,https://x.com/undefined/status/1248128314142674945,782250175469195264,,Negatif,
1238009075088019456,Thu Mar 12 07:48:59 +0000 2020,0,MNC PEDULI BEDAH RUMAH PAK MAKSUM PEDAGANG ASONGAN DI KARAWANG https://t.co/rHC4LtgkL3,1238009075088019456,,,in,,0,0,1,https://x.com/undefined/status/1238009075088019456,846990755017232384,,Negatif,
1232922529968381952,Thu Feb 27 06:56:52 +0000 2020,1,MNC Peduli &amp; Baitulmaal Muamalat melalui program Bedah Rumah GTV kembali merenovasi rumah Bapak Maksum di Karawang Jawa Barat Keadaan rumah Bapak Maksum yang bocor ketika hujan dan rembes ketika Kali Citarum banjir membuat kondisi rumahnya sudah tidak layak huni #MNCPeduli https://t.co/1TSmMbMeNm,1232922529968381952,https://pbs.twimg.com/ext_tw_video_thumb/1232922370341507072/pu/img/nR5iUzFwsAzu8UMB.jpg,,in,,0,0,0,https://x.com/undefined/status/1232922529968381952,846990755017232384,,Negatif,
1195707408003133440,Sat Nov 16 14:17:15 +0000 2019,0,jangan lupa Nonton ya Sob. . Puncak Apresiasi bagi karya dan Insan Musik Dangdut Indonesia Mari merapat ke Lapangan Galuh Mas Karawang Jam 19.00 WIB Live di MNC TV . #chorusproduction #chorusmusic #citacitata #citatones #anugrahdangdutindonesia #anugrahdangdutindonesia2019 https://t.co/j47jUmOjuT,1195707408003133440,https://pbs.twimg.com/media/EJgBh22U0AAmFX9.jpg,,in,,0,0,0,https://x.com/undefined/status/1195707408003133440,1170944165451927552,,Negatif,
1195694296038440960,Sat Nov 16 13:25:09 +0000 2019,0,Kanit Binmas Polsek Telukjambe Timur AKP Sutiyono selaku Perwira Pengendali pimpin apel kesiapan pelayanan pengamanan Musik MNC TV Anugerah Dangdut Indonesia 2019 yg diselenggarakan oleh MNC Media di Lapangan Galuh Mas Karawang. Sabtu 16/11/2019. #humasreskrw https://t.co/QrAgoF4mpS,1195694296038440960,https://pbs.twimg.com/media/EJf1ZXyVAAAlQ4p.jpg,,in,,0,0,0,https://x.com/undefined/status/1195694296038440960,1184783950612324352,,Positif,aman
1195259108456370176,Fri Nov 15 08:35:52 +0000 2019,0,Bidik Milenial MNC Sekuritas Buka Galeri Investasi di Karawang #TauCepatTanpaBatas #Keuangan #Ekonomi #InfoSaham #HargaSaham . https://t.co/BayP4CNTlL,1195259108456370176,,,in,,0,0,0,https://x.com/undefined/status/1195259108456370176,47274731,,Positif,cepat
1195257759802937344,Fri Nov 15 08:30:31 +0000 2019,0,@null Bidik Milenial MNC Sekuritas Buka Galeri Investasi di Karawang MNC Sekuritas me https://t.co/JIGRYk62se,1195257759802937344,,,in,,0,0,0,https://x.com/undefined/status/1195257759802937344,940602434,,Negatif,
1195208570561794048,Fri Nov 15 05:15:03 +0000 2019,0,MNC Sekuritas Resmikan Galeri Investasi BEI Universitas Buana Perjuangan Karawang https://t.co/awLbzyzQZ5,1195208570561794048,,,in,,0,0,0,https://x.com/undefined/status/1195208570561794048,2916393212,,Negatif,
